scenario,mode,controller,metric,mean,std
dp,C,mpc,est_err_rms,0.0000,0.0000
dp,C,mpc,w_x,0.0000,0.0000
dp,C,mpc,w_y,0.0000,0.0000
dp,C,mpc,n_fail,0.0000,0.0000
dp,C,dobmpc,radial_rms,0.1578,0.0042
dp,C,dobmpc,radial_max,11.1803,0.0000
dp,C,dobmpc,dc_ex,-0.1546,0.0049
dp,C,dobmpc,dc_ey,-0.0000,0.0000
dp,C,dobmpc,std_x,0.0317,0.0028
dp,C,dobmpc,std_y,0.0001,0.0001
dp,C,dobmpc,depth_std,0.0079,0.0023
dp,C,dobmpc,pitch_mean,7.6101,1.9795
dp,C,dobmpc,pitch_max,15.3740,2.7603
dp,C,dobmpc,IAE,27.5296,0.4476
dp,C,dobmpc,IAE_norm,0.1546,0.0049
dp,C,dobmpc,settling_time,0.8040,0.0000
dp,C,dobmpc,ss_error,0.1546,0.0049
dp,C,dobmpc,control_effort,214.1160,15.3142
dp,C,dobmpc,slew,20.6016,1.0806
dp,C,dobmpc,sat_freq,0.0000,0.0000
dp,C,dobmpc,band_dc,0.0000,0.0000
dp,C,dobmpc,band_wave,0.0306,0.0028
dp,C,dobmpc,band_high,0.0021,0.0005
dp,C,dobmpc,est_err_rms,0.0074,0.0004
dp,C,dobmpc,w_x,1.5296,0.0133
dp,C,dobmpc,w_y,-0.0000,0.0000
dp,C,dobmpc,n_fail,0.0000,0.0000
dp,C,mpc/dobmpc,DRR,19.1136,0
dp,CD,pid,radial_rms,1.0440,0.0880
dp,CD,pid,radial_max,18.3976,0.3908
dp,CD,pid,dc_ex,0.0595,0.1413
dp,CD,pid,dc_ey,-0.0133,0.0000
dp,CD,pid,std_x,1.0324,0.0840
dp,CD,pid,std_y,0.0329,0.0000
dp,CD,pid,depth_std,0.1055,0.0441
dp,CD,pid,pitch_mean,7.8668,2.0952
dp,CD,pid,pitch_max,10.8340,2.6250
dp,CD,pid,IAE,206.4563,13.2146
dp,CD,pid,IAE_norm,0.5584,0.1017
dp,CD,pid,settling_time,11.5080,0.1965
dp,CD,pid,ss_error,0.5584,0.1017
dp,CD,pid,control_effort,211.6871,23.1467
dp,CD,pid,slew,6.8500,0.2543
dp,CD,pid,sat_freq,0.0000,0.0000
dp,CD,pid,band_dc,0.0000,0.0000
dp,CD,pid,band_wave,0.6756,0.0665
dp,CD,pid,band_high,0.1888,0.0221
dp,CD,pid,est_err_rms,0.0000,0.0000
dp,CD,pid,w_x,0.0000,0.0000
dp,CD,pid,w_y,0.0000,0.0000
dp,CD,pid,n_fail,0.0000,0.0000
dp,CD,mpc,radial_rms,3.0656,0.2216
dp,CD,mpc,radial_max,11.1803,0.0000
dp,CD,mpc,dc_ex,3.0626,0.2226
dp,CD,mpc,dc_ey,-0.0000,0.0000
dp,CD,mpc,std_x,0.1315,0.0205
dp,CD,mpc,std_y,0.0000,0.0000
dp,CD,mpc,depth_std,0.0250,0.0061
dp,CD,mpc,pitch_mean,7.8080,2.0870
dp,CD,mpc,pitch_max,13.4698,2.7169
dp,CD,mpc,IAE,373.2701,24.8895
dp,CD,mpc,IAE_norm,3.0626,0.2226
dp,CD,mpc,settling_time,1.1160,0.0200
dp,CD,mpc,ss_error,3.0626,0.2226
dp,CD,mpc,control_effort,215.3869,23.1767
dp,CD,mpc,slew,33.9132,0.9652
dp,CD,mpc,sat_freq,0.0000,0.0000
dp,CD,mpc,band_dc,0.0000,0.0000
dp,CD,mpc,band_wave,0.0518,0.0085
dp,CD,mpc,band_high,0.0074,0.0046
dp,CD,mpc,est_err_rms,0.0000,0.0000
dp,CD,mpc,w_x,0.0000,0.0000
dp,CD,mpc,w_y,0.0000,0.0000
dp,CD,mpc,n_fail,0.0000,0.0000
dp,CD,dobmpc,radial_rms,0.1622,0.0108
dp,CD,dobmpc,radial_max,11.1803,0.0000
dp,CD,dobmpc,dc_ex,-0.1562,0.0126
dp,CD,dobmpc,dc_ey,-0.0000,0.0000
dp,CD,dobmpc,std_x,0.0426,0.0075
dp,CD,dobmpc,std_y,0.0001,0.0001
dp,CD,dobmpc,depth_std,0.0110,0.0039
dp,CD,dobmpc,pitch_mean,7.8088,2.0912
dp,CD,dobmpc,pitch_max,15.3038,2.7428
dp,CD,dobmpc,IAE,27.7040,1.3348
dp,CD,dobmpc,IAE_norm,0.1562,0.0125
dp,CD,dobmpc,settling_time,0.8040,0.0000
dp,CD,dobmpc,ss_error,0.1562,0.0125
dp,CD,dobmpc,control_effort,219.0848,23.4318
dp,CD,dobmpc,slew,297.5347,10.9188
dp,CD,dobmpc,sat_freq,0.0000,0.0000
dp,CD,dobmpc,band_dc,0.0000,0.0000
dp,CD,dobmpc,band_wave,0.0410,0.0078
dp,CD,dobmpc,band_high,0.0022,0.0006
dp,CD,dobmpc,est_err_rms,0.0329,0.0005
dp,CD,dobmpc,w_x,1.5535,0.1198
dp,CD,dobmpc,w_y,-0.0000,0.0000
dp,CD,dobmpc,n_fail,0.0000,0.0000
dp,CD,mpc/dobmpc,DRR,18.9050,0
dp,CW,pid,radial_rms,50.6288,3.4225
dp,CW,pid,radial_max,175.4968,45.3877
dp,CW,pid,dc_ex,22.0303,3.2406
dp,CW,pid,dc_ey,-0.0410,0.2108
dp,CW,pid,std_x,44.6241,2.3346
dp,CW,pid,std_y,8.9866,1.2615
dp,CW,pid,depth_std,5.6536,0.3696
dp,CW,pid,pitch_mean,10.4987,1.7631
dp,CW,pid,pitch_max,28.2842,0.9792
dp,CW,pid,IAE,4908.5644,447.0768
dp,CW,pid,IAE_norm,39.0358,3.5586
dp,CW,pid,settling_time,0.0000,0.0000
dp,CW,pid,ss_error,39.0358,3.5586
dp,CW,pid,control_effort,606.5741,53.7780
dp,CW,pid,slew,500.0323,26.4584
dp,CW,pid,sat_freq,0.0000,0.0000
dp,CW,pid,band_dc,0.0000,0.0000
dp,CW,pid,band_wave,35.8471,4.1267
dp,CW,pid,band_high,2.0406,1.4415
dp,CW,pid,est_err_rms,0.0000,0.0000
dp,CW,pid,w_x,0.0000,0.0000
dp,CW,pid,w_y,0.0000,0.0000
dp,CW,pid,n_fail,0.0000,0.0000
dp,CW,mpc,radial_rms,22.7821,1.4550
dp,CW,mpc,radial_max,64.6032,13.3179
dp,CW,mpc,dc_ex,13.5615,1.0281
dp,CW,mpc,dc_ey,-0.3225,0.8008
dp,CW,mpc,std_x,17.3208,0.9634
dp,CW,mpc,std_y,5.8252,0.7444
dp,CW,mpc,depth_std,20.3212,1.2499
dp,CW,mpc,pitch_mean,10.4094,1.0929
dp,CW,mpc,pitch_max,43.7696,9.9799
dp,CW,mpc,IAE,1956.9270,176.2160
dp,CW,mpc,IAE_norm,15.9254,1.1471
dp,CW,mpc,settling_time,45.9024,56.2187
dp,CW,mpc,ss_error,15.9254,1.1471
dp,CW,mpc,control_effort,11736.4855,1810.2000
dp,CW,mpc,slew,4451.1163,446.5635
dp,CW,mpc,sat_freq,0.0000,0.0000
dp,CW,mpc,band_dc,0.0000,0.0000
dp,CW,mpc,band_wave,16.6416,1.2050
dp,CW,mpc,band_high,0.6467,0.4530
dp,CW,mpc,est_err_rms,0.0000,0.0000
dp,CW,mpc,w_x,0.0000,0.0000
dp,CW,mpc,w_y,0.0000,0.0000
dp,CW,mpc,n_fail,0.0000,0.0000
dp,CW,dobmpc,radial_rms,13.9784,1.7692
dp,CW,dobmpc,radial_max,62.7405,12.9019
dp,CW,dobmpc,dc_ex,4.8961,0.7322
dp,CW,dobmpc,dc_ey,0.3434,0.7610
dp,CW,dobmpc,std_x,11.3554,1.1659
dp,CW,dobmpc,std_y,6.4123,1.3780
dp,CW,dobmpc,depth_std,26.8632,1.8883
dp,CW,dobmpc,pitch_mean,5.3480,1.0453
dp,CW,dobmpc,pitch_max,39.0709,1.4784
dp,CW,dobmpc,IAE,985.1009,112.1421
dp,CW,dobmpc,IAE_norm,8.1556,0.9154
dp,CW,dobmpc,settling_time,93.2816,46.6800
dp,CW,dobmpc,ss_error,8.1556,0.9154
dp,CW,dobmpc,control_effort,23081.1158,2345.8038
dp,CW,dobmpc,slew,27046.4398,2596.9187
dp,CW,dobmpc,sat_freq,0.0000,0.0000
dp,CW,dobmpc,band_dc,0.0000,0.0000
dp,CW,dobmpc,band_wave,10.2931,1.2413
dp,CW,dobmpc,band_high,0.3863,0.1635
dp,CW,dobmpc,est_err_rms,0.7196,0.0817
dp,CW,dobmpc,w_x,2.6456,0.2427
dp,CW,dobmpc,w_y,-0.0082,0.0369
dp,CW,dobmpc,n_fail,0.0000,0.0000
dp,CW,mpc/dobmpc,DRR,1.6298,0
dp,CDW,pid,radial_rms,51.0121,4.3214
dp,CDW,pid,radial_max,176.9026,44.5140
dp,CDW,pid,dc_ex,22.2499,4.0871
dp,CDW,pid,dc_ey,-0.0415,0.2114
dp,CDW,pid,std_x,44.9207,2.9603
dp,CDW,pid,std_y,8.9925,1.2674
dp,CDW,pid,depth_std,5.7245,0.4980
dp,CDW,pid,pitch_mean,10.6014,2.0540
dp,CDW,pid,pitch_max,28.5833,1.0536
dp,CDW,pid,IAE,4943.9879,414.4532
dp,CDW,pid,IAE_norm,39.3580,3.9792
dp,CDW,pid,settling_time,0.0000,0.0000
dp,CDW,pid,ss_error,39.3580,3.9792
dp,CDW,pid,control_effort,612.2238,63.3517
dp,CDW,pid,slew,503.2939,33.7385
dp,CDW,pid,sat_freq,0.0000,0.0000
dp,CDW,pid,band_dc,0.0000,0.0000
dp,CDW,pid,band_wave,36.0270,4.3447
dp,CDW,pid,band_high,2.1008,1.4671
dp,CDW,pid,est_err_rms,0.0000,0.0000
dp,CDW,pid,w_x,0.0000,0.0000
dp,CDW,pid,w_y,0.0000,0.0000
dp,CDW,pid,n_fail,0.0000,0.0000
dp,CDW,mpc,radial_rms,22.8678,1.6286
dp,CDW,mpc,radial_max,64.4445,13.1960
dp,CDW,mpc,dc_ex,13.6942,1.1217
dp,CDW,mpc,dc_ey,-0.1742,0.7412
dp,CDW,mpc,std_x,17.3517,1.0005
dp,CDW,mpc,std_y,5.7593,0.9841
dp,CDW,mpc,depth_std,20.4179,1.5903
dp,CDW,mpc,pitch_mean,10.5170,1.0185
dp,CDW,mpc,pitch_max,43.9620,9.8491
dp,CDW,mpc,IAE,1966.2274,143.0382
dp,CDW,mpc,IAE_norm,16.0151,1.2638
dp,CDW,mpc,settling_time,45.8712,56.1805
dp,CDW,mpc,ss_error,16.0151,1.2638
dp,CDW,mpc,control_effort,11964.3145,2104.7540
dp,CDW,mpc,slew,4525.2322,530.6296
dp,CDW,mpc,sat_freq,0.0000,0.0000
dp,CDW,mpc,band_dc,0.0000,0.0000
dp,CDW,mpc,band_wave,16.6264,1.2284
dp,CDW,mpc,band_high,0.6454,0.4566
dp,CDW,mpc,est_err_rms,0.0000,0.0000
dp,CDW,mpc,w_x,0.0000,0.0000
dp,CDW,mpc,w_y,0.0000,0.0000
dp,CDW,mpc,n_fail,0.0000,0.0000
dp,CDW,dobmpc,radial_rms,14.9764,2.2850
dp,CDW,dobmpc,radial_max,67.8237,13.8309
dp,CDW,dobmpc,dc_ex,5.6636,1.1417
dp,CDW,dobmpc,dc_ey,0.5455,0.5801
dp,CDW,dobmpc,std_x,12.3666,1.5786
dp,CDW,dobmpc,std_y,6.1809,1.3678
dp,CDW,dobmpc,depth_std,28.2859,3.5163
dp,CDW,dobmpc,pitch_mean,5.1151,1.0531
dp,CDW,dobmpc,pitch_max,38.9215,1.7181
dp,CDW,dobmpc,IAE,1042.2396,116.6061
dp,CDW,dobmpc,IAE_norm,8.6721,1.2890
dp,CDW,dobmpc,settling_time,93.2192,46.6480
dp,CDW,dobmpc,ss_error,8.6721,1.2890
dp,CDW,dobmpc,control_effort,24403.9361,3132.4892
dp,CDW,dobmpc,slew,29155.0617,2723.2138
dp,CDW,dobmpc,sat_freq,0.0000,0.0000
dp,CDW,dobmpc,band_dc,0.0000,0.0000
dp,CDW,dobmpc,band_wave,11.3039,1.5732
dp,CDW,dobmpc,band_high,0.4062,0.2039
dp,CDW,dobmpc,est_err_rms,0.7490,0.1061
dp,CDW,dobmpc,w_x,2.6932,0.3464
dp,CDW,dobmpc,w_y,-0.0070,0.0388
dp,CDW,dobmpc,n_fail,0.0000,0.0000
dp,CDW,mpc/dobmpc,DRR,1.5269,0
square,CW,pid,radial_rms,70.5310,4.9657
square,CW,pid,radial_max,207.3159,29.9171
square,CW,pid,dc_ex,35.8447,5.2272
square,CW,pid,dc_ey,-0.1341,0.1941
square,CW,pid,std_x,59.0764,2.8158
square,CW,pid,std_y,13.7498,0.2391
square,CW,pid,depth_std,6.5765,0.9356
square,CW,pid,pitch_mean,11.4599,0.3109
square,CW,pid,pitch_max,31.7437,2.4199
square,CW,pid,IAE,6621.7204,362.0058
square,CW,pid,IAE_norm,55.3618,3.9456
square,CW,pid,settling_time,0.0000,0.0000
square,CW,pid,ss_error,55.3618,3.9456
square,CW,pid,control_effort,882.4077,19.1225
square,CW,pid,slew,623.5304,16.9415
square,CW,pid,sat_freq,0.0000,0.0000
square,CW,pid,band_dc,0.0000,0.0000
square,CW,pid,band_wave,32.7534,4.6168
square,CW,pid,band_high,2.5350,1.1848
square,CW,pid,est_err_rms,0.0000,0.0000
square,CW,pid,w_x,0.0000,0.0000
square,CW,pid,w_y,0.0000,0.0000
square,CW,pid,n_fail,0.0000,0.0000
square,CW,mpc,radial_rms,28.8643,3.2662
square,CW,mpc,radial_max,77.4105,11.7626
square,CW,mpc,dc_ex,14.2987,2.2686
square,CW,mpc,dc_ey,-0.8350,0.6092
square,CW,mpc,std_x,22.7919,2.0545
square,CW,mpc,std_y,10.3648,1.4244
square,CW,mpc,depth_std,17.6839,1.6853
square,CW,mpc,pitch_mean,10.7551,0.1181
square,CW,mpc,pitch_max,45.3975,6.0887
square,CW,mpc,IAE,2753.4534,205.6549
square,CW,mpc,IAE_norm,23.2876,2.3520
square,CW,mpc,settling_time,0.0000,0.0000
square,CW,mpc,ss_error,23.2876,2.3520
square,CW,mpc,control_effort,11476.4472,2960.0270
square,CW,mpc,slew,4387.4306,749.6626
square,CW,mpc,sat_freq,0.0000,0.0000
square,CW,mpc,band_dc,0.0000,0.0000
square,CW,mpc,band_wave,17.9683,1.6167
square,CW,mpc,band_high,0.8408,0.4591
square,CW,mpc,est_err_rms,0.0000,0.0000
square,CW,mpc,w_x,0.0000,0.0000
square,CW,mpc,w_y,0.0000,0.0000
square,CW,mpc,n_fail,0.0000,0.0000
square,CW,dobmpc,radial_rms,19.9279,2.2182
square,CW,dobmpc,radial_max,64.2364,9.0481
square,CW,dobmpc,dc_ex,4.0621,1.9429
square,CW,dobmpc,dc_ey,-0.3186,0.5280
square,CW,dobmpc,std_x,16.0177,1.9836
square,CW,dobmpc,std_y,10.9771,0.6252
square,CW,dobmpc,depth_std,24.0775,3.2876
square,CW,dobmpc,pitch_mean,5.4489,1.3513
square,CW,dobmpc,pitch_max,38.3695,1.6862
square,CW,dobmpc,IAE,2052.4101,148.1679
square,CW,dobmpc,IAE_norm,17.1226,1.3558
square,CW,dobmpc,settling_time,0.0000,0.0000
square,CW,dobmpc,ss_error,17.1226,1.3558
square,CW,dobmpc,control_effort,19740.7468,4603.4342
square,CW,dobmpc,slew,19532.8476,5060.3625
square,CW,dobmpc,sat_freq,0.0000,0.0000
square,CW,dobmpc,band_dc,0.0000,0.0000
square,CW,dobmpc,band_wave,10.4992,0.8660
square,CW,dobmpc,band_high,0.3447,0.0065
square,CW,dobmpc,est_err_rms,0.6718,0.1255
square,CW,dobmpc,w_x,2.5618,0.2900
square,CW,dobmpc,w_y,-0.0073,0.0414
square,CW,dobmpc,n_fail,0.0000,0.0000
square,CW,mpc/dobmpc,DRR,1.4484,0
square,CDW,pid,radial_rms,70.2495,5.5801
square,CDW,pid,radial_max,208.4539,30.2811
square,CDW,pid,dc_ex,35.1534,7.3780
square,CDW,pid,dc_ey,-0.1365,0.1953
square,CDW,pid,std_x,58.9892,2.5297
square,CDW,pid,std_y,13.7716,0.2909
square,CDW,pid,depth_std,6.5410,0.9477
square,CDW,pid,pitch_mean,11.2649,1.0774
square,CDW,pid,pitch_max,31.6254,3.1013
square,CDW,pid,IAE,6560.9183,360.5796
square,CDW,pid,IAE_norm,54.8351,5.2619
square,CDW,pid,settling_time,0.0000,0.0000
square,CDW,pid,ss_error,54.8351,5.2619
square,CDW,pid,control_effort,872.6426,47.3533
square,CDW,pid,slew,618.1073,43.7230
square,CDW,pid,sat_freq,0.0000,0.0000
square,CDW,pid,band_dc,0.0000,0.0000
square,CDW,pid,band_wave,32.7769,5.0064
square,CDW,pid,band_high,2.5304,1.1793
square,CDW,pid,est_err_rms,0.0000,0.0000
square,CDW,pid,w_x,0.0000,0.0000
square,CDW,pid,w_y,0.0000,0.0000
square,CDW,pid,n_fail,0.0000,0.0000
square,CDW,mpc,radial_rms,28.6783,3.2353
square,CDW,mpc,radial_max,77.3678,11.6212
square,CDW,mpc,dc_ex,14.2964,2.1449
square,CDW,mpc,dc_ey,-0.8260,0.6016
square,CDW,mpc,std_x,22.5939,2.0975
square,CDW,mpc,std_y,10.2963,1.4076
square,CDW,mpc,depth_std,17.3114,1.8780
square,CDW,mpc,pitch_mean,10.8163,0.3412
square,CDW,mpc,pitch_max,45.8285,5.7748
square,CDW,mpc,IAE,2735.6642,212.6811
square,CDW,mpc,IAE_norm,23.1172,2.4499
square,CDW,mpc,settling_time,0.0000,0.0000
square,CDW,mpc,ss_error,23.1172,2.4499
square,CDW,mpc,control_effort,11115.9449,2986.7242
square,CDW,mpc,slew,4242.3716,727.3343
square,CDW,mpc,sat_freq,0.0000,0.0000
square,CDW,mpc,band_dc,0.0000,0.0000
square,CDW,mpc,band_wave,17.8125,1.6835
square,CDW,mpc,band_high,0.8485,0.4550
square,CDW,mpc,est_err_rms,0.0000,0.0000
square,CDW,mpc,w_x,0.0000,0.0000
square,CDW,mpc,w_y,0.0000,0.0000
square,CDW,mpc,n_fail,0.0000,0.0000
square,CDW,dobmpc,radial_rms,19.7226,1.9185
square,CDW,dobmpc,radial_max,62.7870,4.9222
square,CDW,dobmpc,dc_ex,3.8695,2.2283
square,CDW,dobmpc,dc_ey,-0.5150,0.4455
square,CDW,dobmpc,std_x,15.8723,1.8565
square,CDW,dobmpc,std_y,10.8073,0.2871
square,CDW,dobmpc,depth_std,22.6113,2.9253
square,CDW,dobmpc,pitch_mean,5.2860,1.3726
square,CDW,dobmpc,pitch_max,36.6695,1.2562
square,CDW,dobmpc,IAE,2019.0994,102.6666
square,CDW,dobmpc,IAE_norm,17.1126,1.1256
square,CDW,dobmpc,settling_time,0.0000,0.0000
square,CDW,dobmpc,ss_error,17.1126,1.1256
square,CDW,dobmpc,control_effort,18285.8419,3675.9352
square,CDW,dobmpc,slew,18059.6480,2921.3626
square,CDW,dobmpc,sat_freq,0.0000,0.0000
square,CDW,dobmpc,band_dc,0.0000,0.0000
square,CDW,dobmpc,band_wave,10.3329,0.9164
square,CDW,dobmpc,band_high,0.3560,0.0184
square,CDW,dobmpc,est_err_rms,0.6204,0.1307
square,CDW,dobmpc,w_x,2.5312,0.3236
square,CDW,dobmpc,w_y,-0.0104,0.0227
square,CDW,dobmpc,n_fail,0.0000,0.0000
square,CDW,mpc/dobmpc,DRR,1.4541,0
